id,movie_title,overview,director,actor_1,actor_2,actor_3,genres,popularity,year,vote_average,vote_count,describe
340741.0,ishq ke parindey,"There are lot of things that bind India and Pakistan together and their tragic history is definitely one of them. A history which changed the lives of millions...a history which re-wrote the destinies of millions. Ishq Ke Parindey is a love story of Indo-Pak love birds – Sheen and Faiz who protect the flame of their sacred love from hatred and violence. An innocent and beautiful Pakistani girl, Sheen arrives in Lucknow along with her family. It is in the royal city of Nawabs that she meets her soul mate – Faiz. Love blossoms for both of them and what follows is a deadly fight against their families. Ishq Ke Parindey is a soulful journey of Sheen and Faiz’s love story.",Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Aazad,Music Romance,0.6,2015,,,Rishi Verma Priyanka Mehta Manjul Aazad Shakir Khan Music Romance 0.6
340742.0,kaagaz ke fools,"Revolving around a middle-class family, Kaagaz Ke Fools touches upon the issue of a lack of good novel writers.",Anil Kumar Chaudhary,Vinay Pathak,Mugdha Godse,Raima Sen,Comedy,1.4,2015,3.0,3.0,Vinay Pathak Mugdha Godse Raima Sen Anil Kumar Chaudhary Comedy 1.4
337876.0,gabbar is back,A vigilante network taking out corrupt officials draws the notice of the authorities.,Krish,Akshay Kumar,Shruti Haasan,Suman,Drama Action,5.886,2015,7.2,84.0,Akshay Kumar Shruti Haasan Suman Krish Drama Action 5.886
339169.0,kuch kuch locha hai,"Praveen Patel, a 45-year-old married businessman, is approached by Shanaya, an actress, who wants to move in with him to prepare for a role. So he pretends to be single to impress her.",Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma,Comedy Drama,0.746,2015,5.0,5.0,Ram Kapoor Sunny Leone Evelyn Sharma Devang Dholakia Comedy Drama 0.746
332835.0,piku,A cab driver is caught between a dysfunctional relationship between a father and his daughter as he drives them to Calcutta.,Shoojit Sircar,Amitabh Bachchan,Deepika Padukone,Irrfan Khan,Drama Comedy,6.511,2015,7.0,141.0,Amitabh Bachchan Deepika Padukone Irrfan Khan Shoojit Sircar Drama Comedy 6.511
316654.0,bombay velvet,"An ordinary man, who goes against all odds to forge his own destiny and become a star in the glittering sky of 'Bombay,' thriving on jazz and violence.",Anurag Kashyap,Ranbir Kapoor,Anushka Sharma,Karan Johar,Crime Thriller,2.819,2015,5.5,36.0,Ranbir Kapoor Anushka Sharma Karan Johar Anurag Kashyap Crime Thriller 2.819
336211.0,tanu weds manu: returns,"After Tanu and Manu's marriage breaks apart, the latter finds himself smitten by Datto, a lookalike of his ex-wife. But the estranged couple's feelings begin to spark again.",Anand L. Rai,R. Madhavan,Kangana Ranaut,unknown,Comedy Romance,5.269,2015,6.9,92.0,R. Madhavan Kangana Ranaut unknown Anand L. Rai Comedy Romance 5.269
372689.0,waiting,"While visiting his comatose wife in the hospital, a serene old professor befriends a vibrant young woman whose husband has also fallen into a coma.",Anu Menon,Naseeruddin Shah,Kalki Koechlin,Arjun Mathur,Comedy Drama,1.539,2015,7.4,9.0,Naseeruddin Shah Kalki Koechlin Arjun Mathur Anu Menon Comedy Drama 1.539
361847.0,ishqedarriyaan,"Ishqedarriyaan is a story about love, sacrifice, family values and relationships. Rishteydarriyaan means relationships and Ishqedarriyaan signifies the relationship when you fall in love! The movie stars Mahaakshay Chakraborty, Evelyn Sharma and Mohit Dutta. Evelyn Sharma is the lead actress, who will play the character of Luvleen, a teacher by profession who wants to collect donations for her grandfather's school.",V. K. Prakash,Mahaakshay Chakraborty,Evelyn Sharma,Kavin Dave,Romance,0.6,2015,5.0,1.0,Mahaakshay Chakraborty Evelyn Sharma Kavin Dave V. K. Prakash Romance 0.6
342291.0,welcome 2 karachi,"On a drunk night, Shammi suggests that he and Kedar leave for America on a cruise, even though they laugh it off in that instance, in a freak accident by the sea, Kedar and Shammi who are supposed to manage a wedding baraat on a cruise, leave without the baraatis only to lose their direction and land up in Karachi, Pakistan.",Ashish R Mohan,Arshad Warsi,Jackky Bhagnani,Lauren Gottlieb,Comedy,0.699,2015,3.8,3.0,Arshad Warsi Jackky Bhagnani Lauren Gottlieb Ashish R Mohan Comedy 0.699
338065.0,dil dhadakne do,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",Zoya Akhtar,Anil Kapoor,Shefali Shah,Priyanka Chopra,Drama Family Romance Comedy,6.559,2015,6.8,106.0,Anil Kapoor Shefali Shah Priyanka Chopra Zoya Akhtar Drama Family Romance Comedy 6.559
339367.0,hamari adhuri kahani,"Hamari Adhuri Kahani (English: Our Incomplete Story)The movie opens with a woman Vasudha stepping off a bus. An elderly man, Hari, sees a psychiatrist about hallucinations of his wife. His daughter-in-law takes him to his wife's funeral. There, he steals her ashes and leaves a diary for his son. The story jumps to the past, where Vasudha is a single mother whose husband has been missing for five years. Bound to tradition, she has been waiting for him since he left her. Vasudha meets Aarav Ruparel in one of his hotels, where she works as a floral arranger. Vasudha comes to save him in a mock fire drill, and he offers her a job in his hotel in Dubai, which she refuses at first. However, she later gets to know from police that her husband Hari murdered five American journalists and is a member of a terrorist group. Worried for her son's future, she accepts the job offer given by Aarav.",Mohit Suri,Emraan Hashmi,Vidya Balan,Rajkummar Rao,Drama,3.091,2015,6.6,32.0,Emraan Hashmi Vidya Balan Rajkummar Rao Mohit Suri Drama 3.091
336790.0,abcd 2,"Childhood friends Suresh and Vinnie want to become successful dancers. To fulfill their dreams, they form a dance group with their friends and compete in a hip-hop contest in Las Vegas.",Remo D'Souza,Varun Dhawan,Shraddha Kapoor,Prabhu Deva,Music,4.378,2015,5.6,58.0,Varun Dhawan Shraddha Kapoor Prabhu Deva Remo D'Souza Music 4.378
372316.0,bezubaan ishq,"The film has been shot in various parts of India like Jaipur, Jaisalmer and Mumbai. The film is set in the modern milieu with traditional Indian backdrop and values. It revolves around three friends and their families.",Jashwant Gangani,Nishant Singh Malkani,Mugdha Godse,Sneha Ullal,Music,0.6,2015,,,Nishant Singh Malkani Mugdha Godse Sneha Ullal Jashwant Gangani Music 0.6
312056.0,i love ny,"Two strangers meet in Manhattan on New Year's Eve, and both of their lives are forever transformed in this romantic Bollywood drama. Even as they try to preserve their current relationships, neither can resist falling head over heels for the other.",Radhika Rao,Sunny Deol,Kangana Ranaut,unknown,Romance Comedy,0.902,2015,4.4,8.0,Sunny Deol Kangana Ranaut unknown Radhika Rao Romance Comedy 0.902
348892.0,bajrangi bhaijaan,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,Kabir Khan,Salman Khan,Kareena Kapoor,Nawazuddin Siddiqui,Action Comedy Drama,7.972,2015,7.9,355.0,Salman Khan Kareena Kapoor Nawazuddin Siddiqui Kabir Khan Action Comedy Drama 7.972
523851.0,aisa yeh jahaan,"During a vacation, a young city girl learns to appreciate connecting with nature. Away from her concrete urban existence, her parents help her learn about her roots.",Biswajeet Bora,Palash Sen,Ira Dubey,Kymsleen Kholie,Drama,0.63,2015,7.0,1.0,Palash Sen Ira Dubey Kymsleen Kholie Biswajeet Bora Drama 0.63
336203.0,masaan,"Four lives intersect along the Ganges: a low caste boy in hopeless love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town.",Neeraj Ghaywan,Richa Chadha,Vicky Kaushal,Sanjay Mishra,Drama,6.561,2015,7.0,132.0,Richa Chadha Vicky Kaushal Sanjay Mishra Neeraj Ghaywan Drama 6.561
352173.0,drishyam,"A simple, street-smart man tries to protect his family from a tough cop looking for his missing son.",Nishikant Kamat,Ajay Devgn,Tabu,Shriya Saran,Crime Drama Thriller Mystery,8.081,2015,7.8,260.0,Ajay Devgn Tabu Shriya Saran Nishikant Kamat Crime Drama Thriller Mystery 8.081
352099.0,bangistan,"Two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",Karan Anshuman,Riteish Deshmukh,Pulkit Samrat,unknown,Comedy Drama,2.115,2015,6.4,8.0,Riteish Deshmukh Pulkit Samrat unknown Karan Anshuman Comedy Drama 2.115
356158.0,gour hari dastaan,"Gour Hari Das, a freedom fighter who works in Khadi Kraft and lives along with his wife &amp; son, lives a content life in his neighborhood. However, one day when his son is unable to secure college admission for lack of a Freedom Fighter's Certificate, he feels the need to establish his identity. In the quest for this piece of paper to prove his authenticity to his son, his neighbors &amp; to the world, he begins a journey that sucks up almost his entire life.",Ananth Narayan Mahadevan,Vinay Pathak,Konkona Sen Sharma,Ranvir Shorey,Drama,2.58,2015,8.0,2.0,Vinay Pathak Konkona Sen Sharma Ranvir Shorey Ananth Narayan Mahadevan Drama 2.58
355279.0,all is well,"A road trip, undertaken by Rishi Kapoor and Abhishek Bachchan, is later joined by their mother.",Umesh Shukla,Abhishek Bachchan,Asin Thottumkal,Rishi Kapoor,Romance Comedy Drama,1.498,2015,6.0,10.0,Abhishek Bachchan Asin Thottumkal Rishi Kapoor Umesh Shukla Romance Comedy Drama 1.498
353898.0,manjhi – the mountain man,"After his wife passes away trying to cross a mountain, Manjhi, out of sheer rage, sets on a quest to carve a road through the treacherous mountain.",Ketan Mehta,Nawazuddin Siddiqui,Radhika Apte,unknown,Drama,3.795,2015,7.3,57.0,Nawazuddin Siddiqui Radhika Apte unknown Ketan Mehta Drama 3.795
370236.0,kaun kitney paani mein,"The film wryly expresses the changes in hierarchy, caste and the power equation when water, the most important resource, vanishes and how the oppressed become the oppressors.",Nila Madhab Panda,Saurabh Shukla,Radhika Apte,Gulshan Grover,Drama Comedy Family,0.713,2015,5.7,3.0,Saurabh Shukla Radhika Apte Gulshan Grover Nila Madhab Panda Drama Comedy Family 0.713
353879.0,phantom,"Phantom is an action thriller that unfolds across various countries around the world. The plot revolves around protagonist Daniyal, whose journey to seek justice takes him from India to Europe, America and the volatile Middle East. However, he finds out that in a mission like this, there is always a price to pay, in this case, a very personal price.",Kabir Khan,Saif Ali Khan,Katrina Kaif,unknown,Thriller Action,3.943,2015,5.6,35.0,Saif Ali Khan Katrina Kaif unknown Kabir Khan Thriller Action 3.943
357563.0,welcome back,"A pair of reformed gangsters try to find a husband for their newly discovered sister, but complications arise due to mistaken identities.",Anees Bazmee,John Abraham,Shruti Hassan,Anil Kapoor,Action Comedy,4.619,2015,5.2,43.0,John Abraham Shruti Hassan Anil Kapoor Anees Bazmee Action Comedy 4.619
358996.0,hero,"After meeting the chief of police's pretty daughter, a gangster kidnaps the girl. During the journey they fall in love and the gangster decides to set her free.",Nikhil Advani,Sooraj Pancholi,Athiya Shetty,Tigmanshu Dhulia,Romance Action Drama,10.179,2015,5.9,16.0,Sooraj Pancholi Athiya Shetty Tigmanshu Dhulia Nikhil Advani Romance Action Drama 10.179
375062.0,sorry daddy,"Sorry daddy is a filmcentring around the turbulent relationship between Inspector Ravi and children, a relationship which is affected by children's issues with alcohol abuse and temperament.",Vijay Pal and Shakur,Shamim Khan,Mukesh Tiwari,Tinu Verma,Action,0.6,2015,,,Shamim Khan Mukesh Tiwari Tinu Verma Vijay Pal and Shakur Action 0.6
330636.0,katti batti,A man falls in love with a woman because of her outlook on life. They are in a relationship for five years until a sudden turn of events causes a problem in their relationship.,Nikhil Advani,Imran Khan,Kangana Ranaut,unknown,Comedy Romance Drama,3.521,2015,5.6,15.0,Imran Khan Kangana Ranaut unknown Nikhil Advani Comedy Romance Drama 3.521
365912.0,meeruthiya gangster,"A group of Meerut rogues aspire to become crime kingpins and local politicos. But, a major kidnapping makes them lose their all.",Zeishan Quadri,Jaideep Ahlawat,Aakash Dahiya,Shadab Kamal,Crime Comedy,0.6,2015,4.0,1.0,Jaideep Ahlawat Aakash Dahiya Shadab Kamal Zeishan Quadri Crime Comedy 0.6
358985.0,kis kisko pyaar karoon,"A comedy or errors, wherein a married man attempts to juggle his three wives along with his current girlfriend.",Abbas-Mustan,Kapil Sharma,Arbaz Khan,Manjari Phadnis,Comedy Romance,2.115,2015,6.3,23.0,Kapil Sharma Arbaz Khan Manjari Phadnis Abbas-Mustan Comedy Romance 2.115
360817.0,bhaag johnny,"Blackmailed into murdering, a casanova is presented with the opportunity of living two lives. One in which he commits the crime and the other in which he refuses and goes on the run.",Shivam Nair,Kunal Khemu,Zoa Morani,Mandana Karimi,Thriller,1.216,2015,6.8,4.0,Kunal Khemu Zoa Morani Mandana Karimi Shivam Nair Thriller 1.216
283827.0,singh is bliing,"Raftaar Singh is always looking to have fun and runs away from responsibility. Fed up, his father orders Raftaar to go to Goa and work, and learn to take on responsibility. Once in Goa, he impresses his new boss with his enthusiasm and creative thinking. Soon he gets an assignment, and meets Sara Amy Jackson - and thus begins their unique love story. What ensues is a great comedy of errors, as one hilarious situation after another unfolds. Raftaar falls head over heels for this exotic, mysterious girl. The romance takes a deadly turn when he realizes that Sara is not who he thinks she is and has an agenda, which takes him to Romania. Will Raftaar be able to win her over in a distant and dangerous land?",Prabhu Deva,Akshay Kumar,Amy Jackson,unknown,Action Comedy,3.309,2015,5.8,48.0,Akshay Kumar Amy Jackson unknown Prabhu Deva Action Comedy 3.309
681246.0,talvar,"Talvar 2 is a sequel to Talvar, which is said to be directed by Vishal Bhardwaj.",Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Tabu,Drama Thriller,0.631,2015,,,Irrfan Khan Konkona Sen Sharma Tabu Meghna Gulzar Drama Thriller 0.631
360826.0,jazbaa,"After her daughter is kidnapped, a lawyer is forced to defend a criminal in exchange for her daughter's freedom.",Sanjay Gupta,Aishwarya Rai Bachchan,Irrfan Khan,Shabana Azmi,Thriller Action,1.88,2015,6.8,30.0,Aishwarya Rai Bachchan Irrfan Khan Shabana Azmi Sanjay Gupta Thriller Action 1.88
363416.0,bumper draw,"Sunderlal and Farooq who befriend each other in a strange situation. After which, they both encounter Pestonji, an old Parsi man who adds to their existing list of problems.",Irshad Khan,Rajpal Yadav,Zakir Hussain,Subrat Dutta,Comedy,0.6,2015,7.0,2.0,Rajpal Yadav Zakir Hussain Subrat Dutta Irshad Khan Comedy 0.6
363413.0,pyaar ka punchnama 2,"After falling in love, three roommates experience changes in their lives.",Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sonnalli Seygall,Romance Comedy Drama,4.049,2015,7.0,55.0,Kartik Aaryan Nushrat Bharucha Sonnalli Seygall Luv Ranjan Romance Comedy Drama 4.049
374305.0,wedding pullav,Wedding Pullav shows the story of two best friends Adi (Diganth) and Anushka (Anushka Ranjan) who are in love but they themselves are unaware of it. When Anushka is invited to attend the wedding of Diganth this love confusion further increases. On one hand Diganth is jealous with Anushkas boyfriend while on other side Anushka do not like Diganth to marry another girl whom she initially praises. The story then moves to a stage where they know their feelings but not sure what to do next.,Binod Pradhan,Anushka Ranjan,Diganth Manchale,Karan Grover,Romance Comedy,1.674,2015,3.0,5.0,Anushka Ranjan Diganth Manchale Karan Grover Binod Pradhan Romance Comedy 1.674
362140.0,shaandaar,"Jagjinder Joginder, a wedding planner, brings together the dysfunctional family of businessman Bipin Arora while making arrangements for Bipin's daughter's destination wedding in London.",Vikas Bahl,Shahid Kapoor,Alia Bhatt,Pankaj Kapur,Comedy Romance,4.329,2015,4.9,42.0,Shahid Kapoor Alia Bhatt Pankaj Kapur Vikas Bahl Comedy Romance 4.329
266038.0,titli,A young man in Delhi tries to break free from his controlling brothers.,Kanu Behl,Shashank Arora,Ranvir Shorey,Amit Sial,Drama Action Crime,1.929,2015,6.9,27.0,Shashank Arora Ranvir Shorey Amit Sial Kanu Behl Drama Action Crime 1.929
361129.0,main aur charles,"In the 1980s, Charles, an enigmatic con man and a vicious killer and Commisioner Amod Kanth are embroiled in a game of cat and mouse.",Prawaal Raman,Randeep Hooda,Richa Chadha,Adil Hussain,Drama Crime,1.364,2015,4.0,6.0,Randeep Hooda Richa Chadha Adil Hussain Prawaal Raman Drama Crime 1.364
465198.0,once upon a time in bihar,"This story is based on real incidents, set in the year 2003 - 2004 in ravenous terrains of Buxar District of Bihar.",Nitin Chandra,Ashish Vidyarthi,Kranti Prakash Jha,Ajay Kumar,Thriller,0.6,2015,,,Ashish Vidyarthi Kranti Prakash Jha Ajay Kumar Nitin Chandra Thriller 0.6
367189.0,guddu ki gun,"Guddu Ki Gun is the tale of Govardhan aka Guddu (Kunal Kemmu), a Bihari settled in Kolkata. He is a door-to-door washing powder salesman, whose sales pitch is ""Ek washing powder ke saath Guddu free"". While sharing a room with his close friend Ladoo (Sumeet Vyas), Guddu leads an amorous lifestyle in Kolkata. His travails begins when he ditches one of his girlfriends, Bholi (Aparna Sharma). Furious for forsaking his granddaughter, Bholi's grandfather casts a black magic spell on him. The only way Guddu can get rid of the curse is to find true love and by staying faithful to her.","Shantanu Ray Chhibber, Sheershak Anand",Kunal Khemu,Payel Sarkar,Aparna Sharma,Comedy,0.854,2015,5.0,6.0,"Kunal Khemu Payel Sarkar Aparna Sharma Shantanu Ray Chhibber, Sheershak Anand Comedy 0.854"
374971.0,love exchange,"Love Exchange is a romantic journey of a culturally opposite couple -Siddharth Sathe and Shanoo Kapoor. They meet at their work place, become good friends and ultimately fall in love. Things are fine till they decide to get married.",Raj V Shetty,Mohit Madan,Jyoti Sharma,unknown,Romance,0.6,2015,,,Mohit Madan Jyoti Sharma unknown Raj V Shetty Romance 0.6
361913.0,four pillars of basement,A woman finds herself stuck in a basement car park with an unhinged security guard.,Giresh Naik K,Dillzan Wadia,Bruna Abdullah,Aaliya Singh,Action Thriller,0.6,2015,10.0,1.0,Dillzan Wadia Bruna Abdullah Aaliya Singh Giresh Naik K Action Thriller 0.6
371439.0,ranbanka,"Rahul, a young man, tries to protect his wife from a goon who wants to forcibly marry her. When all things go against Rahul, he becomes an angry man, and sets out to fight against the goon.",Aryeman Ramsay,Manish Paul,Ravi Kishan,Pooja Thakur,Action,0.826,2015,8.0,1.0,Manish Paul Ravi Kishan Pooja Thakur Aryeman Ramsay Action 0.826
362136.0,prem ratan dhan payo,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",Sooraj Barjatya,Salman Khan,Sonam Kapoor,Neil Nitin Mukesh,Romance Music Drama Action,6.017,2015,5.8,86.0,Salman Khan Sonam Kapoor Neil Nitin Mukesh Sooraj Barjatya Romance Music Drama Action 6.017
358893.0,angry indian goddesses,"Frieda, a fashioncommercial photographer trying to find her own art, gathers her closest girlfriends from all over India to travel to Goa for a surprise announcement: she’s getting married! Thus begins an impromptu bachelorette celebration that lasts for a full week. A riotous roller-coaster ride of girl bonding; friendships, break ups, make ups, fuck ups, passion, devastation, hesitation, terrorization and self realization. Amidst the fun and frenzy, heartbreak and heartache, passion and obsession, youth and innocence, secrets tumble out, tensions emerge, bonds are formed and emotions run high. Soon events will take a more serious turn, but for the moment these women are determined to seize the day.",Pan Nalin,Sarah-Jane Dias,Tannishtha Chatterjee,Anushka Manchanda,Comedy Drama,2.498,2015,6.9,36.0,Sarah-Jane Dias Tannishtha Chatterjee Anushka Manchanda Pan Nalin Comedy Drama 2.498
447109.0,tamasha,"Fed up of Dilip's involvement with gold digging actress Nayantara, Dilip's uncle pretends to be gravely ill in hopes of guilting him into marrying a decent girl. Dilip convinces reluctant Kiran to pretend to be his fiancée. Dilip and Kiran soon fall in love, and Nayantara decides to intervene.",Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,unknown,Drama,0.6,2015,,,Deepika Padukone Ranbir Kapoor unknown Imtiaz Ali Drama 0.6
361131.0,hate story 3,Siya appears to be the bone of contention between warring businessmen Aditya and Saurav. But this one runs deeper than your average love triangle.,Vishal Pandya,Zarine Khan,Daisy Shah,Sharman Joshi,Thriller Drama,2.631,2015,5.1,20.0,Zarine Khan Daisy Shah Sharman Joshi Vishal Pandya Thriller Drama 2.631
400662.0,kajarya,"Set in the present times against two backdrops, New Delhi with its shining buildings and apparent cosmopolitan veneer thinly veils an underbelly of crimes against women and corruption at all levels. And a small village just 80 kilometers from New Delhi that is stuck in a time warp. Kajarya a woman in her early thirties has a strange but important place in the village social structure; she murders unwanted girl infants in the garb of religion. Meera is a rookie reporter.",Madhureeta Anand,Meenu Hooda,Ridhima Sud,Kuldeep Ruhil,Drama,0.703,2015,7.0,3.0,Meenu Hooda Ridhima Sud Kuldeep Ruhil Madhureeta Anand Drama 0.703
362045.0,bajirao mastani,"Peshwa Bajirao married to Kashibai, falls in love with Mastani, a warrior princess in distress. They struggle to make their love triumph amid opposition from his conservative family.",Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Priyanka Chopra,War History Romance,9.789,2015,7.3,214.0,Ranveer Singh Deepika Padukone Priyanka Chopra Sanjay Leela Bhansali War History Romance 9.789
159164.0,dilwale,"The Police Commissioner, Advocate Sinha and Police Inspector Vikram Singh arrive at the Central Mental Hospital to speak with an inmate, Arun Saxena. They hope to get Vikram to befriend Arun so that they could unravel the mystery as to why Arun ended up romancing wealthy Sapna, then getting involved with Jyoti, and subsequently killing her. Arun is arrested, confesses to the the homicide and is sentenced to be hanged. This news unsettles Arun to such an extend that he becomes mentally unstable and is institutionalized. Vikram hopes to befriend Arun, get him cured and medically discharged, and ensure that he is hanged.",Rohit Shetty,Shah Rukh Khan,Kajol,Varun Dhawan,Action Drama Romance,3.463,2015,7.5,8.0,Shah Rukh Khan Kajol Varun Dhawan Rohit Shetty Action Drama Romance 3.463
275269.0,wazir,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.",Bejoy Nambiar,Amitabh Bachchan,Farhan Akhtar,Aditi Rao Hydari,Thriller Action Crime,5.695,2016,6.6,98.0,Amitabh Bachchan Farhan Akhtar Aditi Rao Hydari Bejoy Nambiar Thriller Action Crime 5.695
378301.0,chalk n duster,"Chalk n Duster is an emotional journey of two teachers Vidya ( Shabana Azmi) &amp; Jyoti ( Juhi Chawla) , serving at a Mumbai - based High School. Their passion and love for teaching, bonds them in a special relationship with their students. Their gratification is good grades, moral values they strive to impart to students",Jayant Gilatar,Shabana Azmi,Juhi Chawla,Divya Dutta,Drama,1.136,2016,7.3,4.0,Shabana Azmi Juhi Chawla Divya Dutta Jayant Gilatar Drama 1.136
375290.0,airlift,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.",Raja Krishna Menon,Akshay Kumar,Nimrat Kaur,Purab Kohli,Drama History Action,6.737,2016,7.2,152.0,Akshay Kumar Nimrat Kaur Purab Kohli Raja Krishna Menon Drama History Action 6.737
400484.0,jugni,"Jugni (Firefly) is the beat of the soul, the free-flying spirit. Jugni is Vibhavari (Vibs). Vibs is a music director, working on her first big break in the Hindi film industry. When work and home affairs, with her live-in boyfriend Sid hit a high tide, Vibs hits the road with a glint of hope; to find music. The journey takes her to a village in Punjab in the search of a Bibi Saroop, whose voice holds the promise that Vibs is searching for. But as the twist of fate would have it, Mastana, Bibi's son and a proficient singer himself, is the voice and man who winds his way into Vibs' heart. From here on, Jugni is about striking balances, making tough decisions while trying to soften the blows and dealing with the studied dramatic turns and unpredictabilities of life and finding the place which one can call home; home of the heart, where the firefly is at her brightest.",Shefali Bhushan,Sugandha Garg,Siddhant Behl,Sadhana Singh,Drama,0.6,2016,6.5,4.0,Sugandha Garg Siddhant Behl Sadhana Singh Shefali Bhushan Drama 0.6
376884.0,kyaa kool hain hum 3,"In order to impress his girlfriend's conservative father, a porn actor uses his fellow adult movie stars in creating a fake traditional family.",Umesh Ghadge,Tushar Kapoor,Aftab Shivdasani,Mandana Karimi,Comedy,3.128,2016,3.1,21.0,Tushar Kapoor Aftab Shivdasani Mandana Karimi Umesh Ghadge Comedy 3.128
363185.0,mastizaade,Two womanizing bachelors fall in love with twin sisters who run a sex addiction clinic.,Milap Milan Zaveri,Tushar Kapoor,Vir Das,Sunny Leone,Romance Comedy,1.802,2016,3.5,17.0,Tushar Kapoor Vir Das Sunny Leone Milap Milan Zaveri Romance Comedy 1.802
107243.0,sanam teri kasam,"Sanam Teri Kasam is the story of Sunil and his search for his father who has gone somewhere when Sunil was just a child. He meets Reena Roy en-route who leads him to his father Kader Khan. But unfortunately, somebody else (Ranjeet) has already been planted by Jeevan as Sunil and hence, Kader Khan neither recognises his real son, nor allows him to meet Reena Roy. In the end however, every hurdle is removed and all is well.  The film is also known for its super hit songs, especially 'nisha, nisha, nisha'. The other songs 'sheeshe ke gharon mein', 'kitne bhi tu kar le sitam' were also hit.","Radhika Rao, Vinay Sapru",Mawra Hocane,Harshvardhan Rane,Anurag Sinha,Drama Action Romance Family,1.568,2016,5.0,1.0,"Mawra Hocane Harshvardhan Rane Anurag Sinha Radhika Rao, Vinay Sapru Drama Action Romance Family 1.568"
381298.0,ghayal: once again,"Ajay Mehra (from previous Ghayal-1990), after finishing off his life sentence, starts a newspaper called Satyakam. Still dealing with the haunting trauma of losing his loved ones, Ajay manages to make a credible name for himself in investigative journalism. Working with a strange team of RTI activists, ex-criminals and ilk; and even stranger ways of unearthing and presenting truth, Ajay Mehra has earned quite a fan following among the youths, who finds his fearless and unforgiving approach in dealing with all kinds of sociopaths very inspiring.",Sunny Deol,Sunny Deol,Soha Ali Khan,Aanchal Munjal,Action Crime Drama,1.964,2016,6.0,15.0,Sunny Deol Soha Ali Khan Aanchal Munjal Sunny Deol Action Crime Drama 1.964
376047.0,fitoor,"A young artist tries to win the heart of his muse, while her mother hatches a scheme to end his quest for true love.",Abhishek Kapoor,Aditya Roy Kapoor,Katrina Kaif,Tabu,Romance Drama,4.672,2016,5.8,40.0,Aditya Roy Kapoor Katrina Kaif Tabu Abhishek Kapoor Romance Drama 4.672
382717.0,sanam re,A story about the man who is confused with his love life finds solace in his birthplace with his childhood love.,Divya Khosla Kumar,Pulkit Samrat,Yami Gautam,Urvashi Rautela,Drama Romance,3.335,2016,4.6,23.0,Pulkit Samrat Yami Gautam Urvashi Rautela Divya Khosla Kumar Drama Romance 3.335
386365.0,direct ishq,Direct Ishq is a love triangle where Dolly Pandey is the common love interest of Kabeer Bajpai an event organiser and Vicky Shukla President of Kashi Vidyapeeth.,Rajiv S. Ruia,Rajneesh Duggal,Nidhi Subbaiah,Arjun Bijlani,Action Comedy Romance,0.6,2016,4.7,3.0,Rajneesh Duggal Nidhi Subbaiah Arjun Bijlani Rajiv S. Ruia Action Comedy Romance 0.6
383860.0,loveshhuda,"For Gaurav Mehra and Pooja Misra, it could well have been a one-night stand which was a moment to remember, only to be erased over a period of time. However, when there is a lot more to it with dancing, talking and making merry accompanied by drinking, partying and making love, a connect is bound to be formed. A connect, which is subconscious, only to be realized when destiny has its own games to play! They are happy and content as individuals. But together they are happier, more at peace. They believe that they have already found love in respective lives. Together, they realize that this intense love they have for each other is something very different. Gaurav and Pooja may not be hunting for love as they truly feel that they have it all. But can one truly ignore the signs of something special that bonds the two together?",Vaibhav Mishra,Girish Kumar,Navneet Kaur Dhillon,Benaf Dadachandji,Comedy Romance,0.6,2016,8.7,3.0,Girish Kumar Navneet Kaur Dhillon Benaf Dadachandji Vaibhav Mishra Comedy Romance 0.6
376869.0,neerja,"Neerja is a portrayal on the life of the courageous Neerja Bhanot, who sacrificed her life while protecting the lives of 359 passengers on the Pan Am flight 73 in 1986. The flight was hijacked by a terrorist organization.",Ram Madhvani,Sonam Kapoor,Shabana Azmi,Shekhar Ravjiani,Drama Thriller,7.019,2016,7.4,186.0,Sonam Kapoor Shabana Azmi Shekhar Ravjiani Ram Madhvani Drama Thriller 7.019
